t,x
0.0,-0.6355999347517167
0.015015015015015015,-0.6826003451286489
0.03003003003003003,0.2895905256238925
0.04504504504504504,0.12474635196314832
0.06006006006006006,-0.7282021258912975
0.07507507507507508,1.454490919476287
0.09009009009009009,2.3493235445603475
0.10510510510510511,4.812440770436991
0.12012012012012012,1.527921663340269
0.13513513513513514,0.8367694534426828
0.15015015015015015,0.5270713643570984
0.16516516516516516,0.11773334112774647
0.18018018018018017,-1.6443790177101425
0.19519519519519518,1.4165880604673633
0.21021021021021022,-1.6884442513730538
0.22522522522522523,-1.2026130452252972
0.24024024024024024,-2.7772814176374805
0.2552552552552553,-0.3322836455636559
0.2702702702702703,1.0103003940373825
0.2852852852852853,1.9490413366530503
0.3003003003003003,2.339547825667705
0.3153153153153153,0.2887791761983848
0.3303303303303303,2.1488784623507042
0.3453453453453454,1.0090856481483903
0.36036036036036034,1.061659489193385
0.3753753753753754,-0.908873016672965
0.39039039039039036,-2.682960442913705
0.40540540540540543,-3.703301310051304
0.42042042042042044,-4.653454926038768
0.43543543543543545,-1.4172630251944216
0.45045045045045046,-1.1823690682091632
0.46546546546546547,-0.13284098629969943
0.4804804804804805,0.0878377244964943
0.4954954954954955,-1.3523003507746172
0.5105105105105106,0.5830273239861492
0.5255255255255256,0.015919698972668428
0.5405405405405406,1.8068320964075837
0.5555555555555556,0.295187857588225
0.5705705705705706,-1.7077480924964463
0.5855855855855856,0.6144853119171929
0.6006006006006006,-1.820605697407192
0.6156156156156156,1.6432231279844915
0.6306306306306306,-0.8477326251200585
0.6456456456456456,-2.67034437600597
0.6606606606606606,0.03129433391442671
0.6756756756756757,0.54203340891347
0.6906906906906908,3.289675360503443
0.7057057057057057,2.729058171712604
0.7207207207207207,2.5598193369456763
0.7357357357357357,2.8193083983757408
0.7507507507507508,3.0950466596103734
0.7657657657657658,2.769627947930423
0.7807807807807807,1.9073795907202393
0.7957957957957957,1.3183429807714386
0.8108108108108109,-2.456471475346877
0.8258258258258259,-2.321687622452479
0.8408408408408409,-2.190230896776054
0.8558558558558558,-0.024305496249425018
0.8708708708708709,0.6905687896773457
0.8858858858858859,2.7238630825207064
0.9009009009009009,-1.8767590644579917
0.9159159159159159,-2.176360868224738
0.9309309309309309,0.8390908394920643
0.9459459459459458,2.9314057080937648
0.960960960960961,2.4242840997360595
0.9759759759759761,-0.33199473555057574
0.990990990990991,-0.7463877121611444
1.006006006006006,-0.9757913586582398
1.021021021021021,-0.7054701694464305
1.0360360360360361,-2.7416666898345987
1.0510510510510511,-2.728088848410923
1.066066066066066,-2.7205284896360653
1.0810810810810811,-3.9918018265947977
1.0960960960960962,0.19171079778214084
1.1111111111111112,0.5989075543893998
1.1261261261261262,2.581854165555421
1.1411411411411412,1.467998755497526
1.1561561561561562,1.435587605801821
1.1711711711711712,-0.46770235227670787
1.1861861861861862,2.065959646149916
1.2012012012012012,0.5154738124182513
1.2162162162162162,1.7719231780071083
1.2312312312312312,-2.7309305721285027
1.2462462462462462,-3.315034415438062
1.2612612612612613,-1.2521972440983848
1.2762762762762763,-2.19110569330556
1.2912912912912913,0.27202360892753835
1.3063063063063063,0.4814162458795087
1.3213213213213213,-0.6415308209782064
1.3363363363363363,1.1209170300573312
1.3513513513513513,2.445325005912188
1.3663663663663663,2.744988498533654
1.3813813813813816,5.20596664021493
1.3963963963963963,1.37105718836376
1.4114114114114114,-3.5269945142274053
1.4264264264264264,-0.3472787615352623
1.4414414414414414,1.4151620230056636
1.4564564564564566,-1.2764696834880298
1.4714714714714714,-3.1803808858569314
1.4864864864864864,-3.394489067547478
1.5015015015015016,-2.2127046868571414
1.5165165165165164,1.1024089317712933
1.5315315315315317,1.8060115189923347
1.5465465465465464,1.0192484291940354
1.5615615615615615,0.7388271986976109
1.5765765765765767,0.4597340533155343
1.5915915915915915,1.7386367575210817
1.6066066066066067,1.0368742255860857
1.6216216216216217,-0.9613190284911852
1.6366366366366365,0.5628446074183875
1.6516516516516517,-5.8585977630059745
1.6666666666666665,-3.1155193558817054
1.6816816816816818,-3.2772556307137752
1.6966966966966968,-3.6449306652029043
1.7117117117117115,-0.47981769845482813
1.7267267267267268,-2.1676510727707066
1.7417417417417418,-1.4352213959413678
1.7567567567567568,-0.013049401773741226
1.7717717717717718,3.9980960473663103
1.7867867867867866,2.8781230078021935
1.8018018018018018,0.7540511027064007
1.8168168168168168,-0.22018933807589586
1.8318318318318318,-0.8125142221254428
1.8468468468468469,-0.5578824541245235
1.8618618618618619,0.39970293177247085
1.876876876876877,1.8151245669712206
1.8918918918918917,-1.4145357080137868
1.906906906906907,-1.7099711763243783
1.921921921921922,1.6287182079048788
1.936936936936937,-0.5426798454844515
1.9519519519519521,2.157030641090059
1.9669669669669667,2.4899487671123555
1.981981981981982,1.876188683408413
1.996996996996997,1.9409384078936116
2.012012012012012,1.3704062412311127
2.027027027027027,2.0554196342118085
2.042042042042042,2.886869951798281
2.0570570570570568,-0.49317822311659465
2.0720720720720722,0.03450513197490879
2.0870870870870872,-2.044981362963068
2.1021021021021022,-2.524464769475781
2.1171171171171173,-1.0534328029463087
2.132132132132132,-1.099115392489974
2.1471471471471473,-0.745788544741671
2.1621621621621623,-0.25083278299302647
2.1771771771771773,0.1410824350377079
2.1921921921921923,3.2431825779407473
2.207207207207207,3.0251805022299054
2.2222222222222223,0.17847094446957357
2.2372372372372373,0.9480237559716381
2.2522522522522523,-2.4171827628817555
2.2672672672672673,-0.2140861075376681
2.2822822822822824,-0.02919631326417904
2.2972972972972974,-2.5893124507635803
2.3123123123123124,-2.362597466401912
2.3273273273273274,-4.074338677849566
2.3423423423423424,-1.6822212741482248
2.3573573573573574,0.7932986802085056
2.3723723723723724,1.898449741996361
2.3873873873873874,1.6198866457872483
2.4024024024024024,1.077359782640632
2.4174174174174174,-0.10977564785924998
2.4324324324324325,0.9864348129739527
2.4474474474474475,1.831389199798568
2.4624624624624625,-0.4145040865887979
2.4774774774774775,-0.27685382366779204
2.4924924924924925,-2.8788771458904505
2.5075075075075075,-2.3628214612591
2.5225225225225225,-1.739206193468278
2.5375375375375375,-0.8173046851992524
2.5525525525525525,-0.4802778627060308
2.5675675675675675,0.9005413793837956
2.5825825825825826,1.2293450451307464
2.5975975975975976,2.2590537902882533
2.6126126126126126,1.602486240137405
2.6276276276276276,4.014344613246865
2.6426426426426426,3.9520147831765247
2.6576576576576576,0.6006882288350951
2.6726726726726726,-0.2282984527964615
2.6876876876876876,0.04268554444005937
2.7027027027027026,-0.31754030634460184
2.7177177177177176,-1.7438214405944863
2.7327327327327327,0.5936868427932587
2.7477477477477477,-1.6715588605654337
2.762762762762763,-2.640491783147088
2.7777777777777777,1.1592397299974766
2.7927927927927927,1.8382405188623459
2.8078078078078077,1.1395574218055242
2.8228228228228227,-0.6506271937970635
2.837837837837838,1.312849650376399
2.8528528528528527,1.3822843404038316
2.8678678678678677,0.5910083740048756
2.8828828828828827,-0.9190679444825366
2.8978978978978978,-0.5530320540345528
2.912912912912913,-1.7878296830543827
2.9279279279279278,-3.7928590441196826
2.942942942942943,-1.8194669400663346
2.957957957957958,-0.6648792389686073
2.972972972972973,0.39512291934736643
2.9879879879879883,-0.7771474524724176
3.0030030030030033,-0.25122468222649974
3.018018018018018,-0.6195850326224728
3.033033033033033,2.1131236464942447
3.048048048048048,1.8331384972308173
3.0630630630630633,1.256060157718875
3.0780780780780783,1.7080020804345386
3.093093093093093,-0.07379721547943052
3.108108108108108,-0.08774573296787436
3.123123123123123,-0.2497652796803016
3.1381381381381384,-0.1216372870202217
3.1531531531531534,-0.7063138513872602
3.1681681681681684,-2.783811994052054
3.183183183183183,-0.09316707564923699
3.198198198198198,1.7456564051665138
3.2132132132132134,2.641715677363763
3.2282282282282284,2.888671014854305
3.2432432432432434,2.5693759783266414
3.258258258258258,2.6832199364260285
3.273273273273273,2.8946054533354597
3.2882882882882885,2.0265066489937134
3.3033033033033035,1.196388902572148
3.3183183183183185,-0.5121510416940224
3.333333333333333,-2.971302968563629
3.348348348348348,-2.7301383637892145
3.3633633633633635,-1.1446492268622788
3.3783783783783785,-1.4956496304531819
3.3933933933933935,-0.20877262076148917
3.4084084084084085,0.2891452943576794
3.423423423423423,-0.3526254525587478
3.4384384384384385,1.1935446181045273
3.4534534534534536,1.7799645712229157
3.4684684684684686,3.086558206272609
3.4834834834834836,-0.034766452371958634
3.498498498498498,-2.0467398632517217
